ID,FULL_NAME,FIRST_NAME,LAST_NAME,CALLING_NUMBER,CALLED_NUMBER,START_DATE,END_DATE,DURATION,CITY,STATE,ADDRESS,CELL_SITE
735,"Leila Ruddick",Leila,Ruddick,996(696)476-9493,81(349)168-5517,1635074224,1635074500,276,"Huntington Beach",California,"55729 Luster Drive",11
736,"Cosette Parrot",Cosette,Parrot,86(318)201-5689,212(780)387-2949,1660624918,1660629228,4310,Lancaster,California,"646 Carpenter Plaza",23
737,"Cameron Smallthwaite",Cameron,Smallthwaite,62(232)374-2946,7(707)282-7580,1635637857,1635640432,2575,"San Jose",California,"7161 Division Park",26
738,"Tobe Boatright",Tobe,Boatright,502(141)451-6640,7(512)226-1547,1640312383,1640316821,4438,"Long Beach",California,"678 Elgar Terrace",1
739,"Mahmud Beavors",Mahmud,Beavors,420(676)630-1818,33(819)524-5775,1650293180,1650296344,3164,Glendale,California,"0908 Basil Point",7
740,"Terence Balhatchet",Terence,Balhatchet,351(905)372-6077,33(350)921-2235,1630584242,1630585769,1527,"Los Angeles",California,"8 Esch Street",49
741,"Crin MacMenamie",Crin,MacMenamie,63(816)897-7174,7(512)226-1547,1634093664,1634093918,254,"Los Angeles",California,"854 Corscot Parkway",8
742,"Ebenezer Vaud",Ebenezer,Vaud,351(514)131-4102,62(869)779-9681,1642512648,1642514652,2004,"San Diego",California,"60354 Monica Crossing",38
743,"Kandy Godfrey",Kandy,Godfrey,86(495)856-3578,86(806)191-7196,1655581021,1655582386,1365,"Los Angeles",California,"01978 Susan Pass",6
744,"Charin Wass",Charin,Wass,48(171)207-5006,86(722)958-3884,1656059734,1656064281,4547,Glendale,California,"0908 Basil Point",7
745,"Hieronymus Blaskett",Hieronymus,Blaskett,55(349)599-8866,998(108)587-2824,1655372888,1655377712,4824,"Redwood City",California,"9624 2nd Terrace",33
746,"Lilia Ellerker",Lilia,Ellerker,86(523)430-1507,63(529)477-0399,1633546455,1633547025,570,"San Francisco",California,"447 Dexter Crossing",32
747,"Betsy Scrancher",Betsy,Scrancher,381(149)151-2454,55(387)322-6848,1650539521,1650542247,2726,Richmond,California,"75 Talmadge Place",20
748,"Wat Annetts",Wat,Annetts,66(804)389-7926,66(191)311-1807,1642578009,1642582183,4174,"Long Beach",California,"52 Arizona Parkway",43
749,"Bambie Benge",Bambie,Benge,86(211)608-3729,55(387)322-6848,1637104773,1637106952,2179,Inglewood,California,"51 Brentwood Junction",4
750,"Lawrence Jannaway",Lawrence,Jannaway,86(227)105-1344,86(661)667-6074,1658277056,1658281641,4585,"Huntington Beach",California,"55729 Luster Drive",11
